"Tarih","Şimdi","Açılış","Yüksek","Düşük","Fark %"
"07.08.2015","-11,83","-11,83","-11,83","-11,83","-3,51%"
"06.08.2015","-12,26","-12,26","-12,26","-12,26","-0,97%"
"05.08.2015","-12,38","-12,38","-12,38","-12,38","0,49%"
"04.08.2015","-12,32","-12,32","-12,32","-12,32","-0,16%"
"03.08.2015","-12,34","-12,34","-12,34","-12,34","-1,83%"
"31.07.2015","-12,57","-12,57","-12,57","-12,57","1,29%"
"30.07.2015","-12,41","-12,41","-12,41","-12,41","-0,80%"
"29.07.2015","-12,51","-12,51","-12,51","-12,51","0,89%"
"28.07.2015","-12,40","-12,40","-12,40","-12,40","0,49%"
"27.07.2015","-12,34","-12,34","-12,34","-12,34","-5,08%"
"24.07.2015","-13,00","-13,00","-13,00","-13,00","-1,07%"
"23.07.2015","-13,14","-13,14","-13,14","-13,14","-1,87%"
"22.07.2015","-13,39","-13,39","-13,39","-13,39","-2,83%"
"21.07.2015","-13,78","-13,78","-13,78","-13,78","1,55%"
"20.07.2015","-13,57","-13,57","-13,57","-13,57","-1,95%"
"17.07.2015","-13,84","-13,84","-13,84","-13,84","0,14%"
"16.07.2015","-13,82","-13,82","-13,82","-13,82","1,02%"
"15.07.2015","-13,68","-13,68","-13,68","-13,68","-2,43%"
"14.07.2015","-14,02","-14,02","-14,02","-14,02","-0,64%"
"13.07.2015","-14,11","-14,11","-14,11","-14,11","2,54%"
"10.07.2015","-13,76","-13,76","-13,76","-13,76","2,30%"
"09.07.2015","-13,45","-13,45","-13,45","-13,45","1,89%"
"08.07.2015","-13,20","-13,20","-13,20","-13,20","0,53%"
"07.07.2015","-13,13","-13,13","-13,13","-13,13","-1,65%"
"06.07.2015","-13,35","-13,35","-13,35","-13,35","-1,40%"
"03.07.2015","-13,54","-13,54","-13,54","-13,54","0,00%"
"02.07.2015","-13,54","-13,54","-13,54","-13,54","-0,29%"
"01.07.2015","-13,58","-13,58","-13,58","-13,58","2,11%"
"30.06.2015","-13,30","-13,30","-13,30","-13,30","0,00%"
"29.06.2015","-13,30","-13,30","-13,30","-13,30","-3,62%"
"26.06.2015","-13,80","-13,80","-13,80","-13,80","0,58%"
"25.06.2015","-13,72","-13,72","-13,72","-13,72","0,29%"
"24.06.2015","-13,68","-13,68","-13,68","-13,68","0,37%"
"23.06.2015","-13,63","-13,63","-13,63","-13,63","2,10%"
"22.06.2015","-13,35","-13,35","-13,35","-13,35","-0,37%"
"19.06.2015","-13,40","-13,40","-13,40","-13,40","6,52%"
"18.06.2015","-12,58","-12,58","-12,58","-12,58","2,19%"
"17.06.2015","-12,31","-12,31","-12,31","-12,31","0,65%"
"16.06.2015","-12,23","-12,23","-12,23","-12,23","-0,24%"
"15.06.2015","-12,26","-12,26","-12,26","-12,26","-2,62%"
"12.06.2015","-12,59","-12,59","-12,59","-12,59","-0,16%"
"11.06.2015","-12,61","-12,61","-12,61","-12,61","1,53%"
"10.06.2015","-12,42","-12,42","-12,42","-12,42","0,16%"
"09.06.2015","-12,40","-12,40","-12,40","-12,40","-0,80%"
"08.06.2015","-12,50","-12,50","-12,50","-12,50","-5,23%"
"05.06.2015","-13,19","-13,19","-13,19","-13,19","-1,27%"
"04.06.2015","-13,36","-13,36","-13,36","-13,36","-0,60%"
"03.06.2015","-13,44","-13,44","-13,44","-13,44","-0,07%"
"02.06.2015","-13,45","-13,45","-13,45","-13,45","-0,88%"
"01.06.2015","-13,57","-13,57","-13,57","-13,57","-0,95%"
"29.05.2015","-13,70","-13,70","-13,70","-13,70","0,81%"
"28.05.2015","-13,59","-13,59","-13,59","-13,59","-0,66%"
"27.05.2015","-13,68","-13,68","-13,68","-13,68","-1,01%"
"26.05.2015","-13,82","-13,82","-13,82","-13,82","-1,85%"
"25.05.2015","-14,08","-14,08","-14,08","-14,08","-0,07%"
"22.05.2015","-14,09","-14,09","-14,09","-14,09","0,86%"
"21.05.2015","-13,97","-13,97","-13,97","-13,97","0,36%"
"20.05.2015","-13,92","-13,92","-13,92","-13,92","0,00%"
"19.05.2015","-13,92","-13,92","-13,92","-13,92","0,72%"
"18.05.2015","-13,82","-13,82","-13,82","-13,82","-0,29%"
"15.05.2015","-13,86","-13,86","-13,86","-13,86","1,02%"
"14.05.2015","-13,72","-13,72","-13,72","-13,72","0,73%"
"13.05.2015","-13,62","-13,62","-13,62","-13,62","1,79%"
"12.05.2015","-13,38","-13,38","-13,38","-13,38","-1,04%"
"11.05.2015","-13,52","-13,52","-13,52","-13,52","1,58%"
"08.05.2015","-13,31","-13,31","-13,31","-13,31","0,99%"
"07.05.2015","-13,18","-13,18","-13,18","-13,18","-0,38%"
"06.05.2015","-13,23","-13,23","-13,23","-13,23","0,92%"
"05.05.2015","-13,11","-13,11","-13,11","-13,11","0,00%"
"04.05.2015","-13,11","-13,11","-13,11","-13,11","-0,08%"
"01.05.2015","-13,12","-13,12","-13,12","-13,12","-0,23%"
"30.04.2015","-13,15","-13,15","-13,15","-13,15","-1,42%"
"29.04.2015","-13,34","-13,34","-13,34","-13,34","-1,11%"
"28.04.2015","-13,49","-13,49","-13,49","-13,49","2,20%"
"27.04.2015","-13,20","-13,20","-13,20","-13,20","1,77%"
"24.04.2015","-12,97","-12,97","-12,97","-12,97","0,31%"
"23.04.2015","-12,93","-12,93","-12,93","-12,93","0,39%"
"22.04.2015","-12,88","-12,88","-12,88","-12,88","-0,85%"
"21.04.2015","-12,99","-12,99","-12,99","-12,99","1,64%"
"20.04.2015","-12,78","-12,78","-12,78","-12,78","-1,16%"
"17.04.2015","-12,93","-12,93","-12,93","-12,93","-0,39%"
"16.04.2015","-12,98","-12,98","-12,98","-12,98","0,62%"
"15.04.2015","-12,90","-12,90","-12,90","-12,90","-3,37%"
"14.04.2015","-13,35","-13,35","-13,35","-13,35","-2,27%"
"13.04.2015","-13,66","-13,66","-13,66","-13,66","-1,59%"
"10.04.2015","-13,88","-13,88","-13,88","-13,88","-1,42%"
"09.04.2015","-14,08","-14,08","-14,08","-14,08","-0,42%"
"08.04.2015","-14,14","-14,14","-14,14","-14,14","1,95%"
"07.04.2015","-13,87","-13,87","-13,87","-13,87","0,14%"
"06.04.2015","-13,85","-13,85","-13,85","-13,85","-0,07%"
"03.04.2015","-13,86","-13,86","-13,86","-13,86","0,07%"
"02.04.2015","-13,85","-13,85","-13,85","-13,85","0,07%"
"01.04.2015","-13,84","-13,84","-13,84","-13,84","0,44%"
"31.03.2015","-13,78","-13,78","-13,78","-13,78","0,51%"
"30.03.2015","-13,71","-13,71","-13,71","-13,71","-0,72%"
"27.03.2015","-13,81","-13,81","-13,81","-13,81","0,88%"
"26.03.2015","-13,69","-13,69","-13,69","-13,69","-2,35%"
"25.03.2015","-14,02","-14,02","-14,02","-14,02","-0,99%"
"24.03.2015","-14,16","-14,16","-14,16","-14,16","-1,05%"
"23.03.2015","-14,31","-14,31","-14,31","-14,31","0,28%"
"20.03.2015","-14,27","-14,27","-14,27","-14,27","-0,49%"
"19.03.2015","-14,34","-14,34","-14,34","-14,34","6,07%"
"18.03.2015","-13,52","-13,52","-13,52","-13,52","-0,44%"
"17.03.2015","-13,58","-13,58","-13,58","-13,58","1,72%"
"16.03.2015","-13,35","-13,35","-13,35","-13,35","2,38%"
"13.03.2015","-13,04","-13,04","-13,04","-13,04","-2,69%"
"12.03.2015","-13,40","-13,40","-13,40","-13,40","2,60%"
"11.03.2015","-13,06","-13,06","-13,06","-13,06","2,03%"
"10.03.2015","-12,80","-12,80","-12,80","-12,80","-3,03%"
"09.03.2015","-13,20","-13,20","-13,20","-13,20","-2,51%"
"06.03.2015","-13,54","-13,54","-13,54","-13,54","1,42%"
"05.03.2015","-13,35","-13,35","-13,35","-13,35","-2,41%"
"04.03.2015","-13,68","-13,68","-13,68","-13,68","-2,63%"
"03.03.2015","-14,05","-14,05","-14,05","-14,05","-0,64%"
"02.03.2015","-14,14","-14,14","-14,14","-14,14","0,71%"
"27.02.2015","-14,04","-14,04","-14,04","-14,04","-4,75%"
"26.02.2015","-14,74","-14,74","-14,74","-14,74","0,20%"
"25.02.2015","-14,71","-14,71","-14,71","-14,71","-1,54%"
"24.02.2015","-14,94","-14,94","-14,94","-14,94","0,27%"
"23.02.2015","-14,90","-14,90","-14,90","-14,90","0,00%"
"20.02.2015","-14,90","-14,90","-14,90","-14,90","-0,20%"
"19.02.2015","-14,93","-14,93","-14,93","-14,93","0,20%"
"18.02.2015","-14,90","-14,90","-14,90","-14,90","0,13%"
"17.02.2015","-14,88","-14,88","-14,88","-14,88","0,34%"
"16.02.2015","-14,83","-14,83","-14,83","-14,83","0,14%"
"13.02.2015","-14,81","-14,81","-14,81","-14,81","-0,13%"
"12.02.2015","-14,83","-14,83","-14,83","-14,83","4,36%"
"11.02.2015","-14,21","-14,21","-14,21","-14,21","1,07%"
"10.02.2015","-14,06","-14,06","-14,06","-14,06","-1,88%"
"09.02.2015","-14,33","-14,33","-14,33","-14,33","-3,50%"
"06.02.2015","-14,85","-14,85","-14,85","-14,85","-1,20%"
"05.02.2015","-15,03","-15,03","-15,03","-15,03","-0,20%"
"04.02.2015","-15,06","-15,06","-15,06","-15,06","-1,76%"
"03.02.2015","-15,33","-15,33","-15,33","-15,33","1,39%"
"02.02.2015","-15,12","-15,12","-15,12","-15,12","-1,05%"
"30.01.2015","-15,28","-15,28","-15,28","-15,28","0,00%"
"29.01.2015","-15,28","-15,28","-15,28","-15,28","-1,74%"
"28.01.2015","-15,55","-15,55","-15,55","-15,55","-0,06%"
"27.01.2015","-15,56","-15,56","-15,56","-15,56","0,45%"
"26.01.2015","-15,49","-15,49","-15,49","-15,49","-1,15%"
"23.01.2015","-15,67","-15,67","-15,67","-15,67","0,97%"
"22.01.2015","-15,52","-15,52","-15,52","-15,52","1,11%"
"21.01.2015","-15,35","-15,35","-15,35","-15,35","0,39%"
"20.01.2015","-15,29","-15,29","-15,29","-15,29","-0,39%"
"19.01.2015","-15,35","-15,35","-15,35","-15,35","0,00%"
"16.01.2015","-15,35","-15,35","-15,35","-15,35","-3,46%"
"15.01.2015","-15,90","-15,90","-15,90","-15,90","0,95%"
"14.01.2015","-15,75","-15,75","-15,75","-15,75","1,88%"
"13.01.2015","-15,46","-15,46","-15,46","-15,46","2,25%"
"12.01.2015","-15,12","-15,12","-15,12","-15,12","-0,53%"
"09.01.2015","-15,20","-15,20","-15,20","-15,20","-1,68%"
"08.01.2015","-15,46","-15,46","-15,46","-15,46","2,25%"
"07.01.2015","-15,12","-15,12","-15,12","-15,12","0,27%"
"06.01.2015","-15,08","-15,08","-15,08","-15,08","-0,59%"
"05.01.2015","-15,17","-15,17","-15,17","-15,17","-1,30%"
"02.01.2015","-15,37","-15,37","-15,37","-15,37","-2,35%"
"01.01.2015","-15,74","-15,74","-15,74","-15,74","-0,13%"
"31.12.2014","-15,76","-15,76","-15,76","-15,76","0,00%"
"30.12.2014","-15,76","-15,76","-15,76","-15,76","-0,57%"
"29.12.2014","-15,85","-15,85","-15,85","-15,85","0,06%"
"26.12.2014","-15,84","-15,84","-15,84","-15,84","-0,13%"
"25.12.2014","-15,86","-15,86","-15,86","-15,86","0,00%"
"24.12.2014","-15,86","-15,86","-15,86","-15,86","-0,13%"
"23.12.2014","-15,88","-15,88","-15,88","-15,88","-0,31%"
"22.12.2014","-15,93","-15,93","-15,93","-15,93","5,36%"
"19.12.2014","-15,12","-15,12","-15,12","-15,12","0,67%"
"18.12.2014","-15,02","-15,02","-15,02","-15,02","4,60%"
"17.12.2014","-14,36","-14,36","-14,36","-14,36","10,63%"
"16.12.2014","-12,98","-12,98","-12,98","-12,98","-4,42%"
"15.12.2014","-13,58","-13,58","-13,58","-13,58","-4,77%"
"12.12.2014","-14,26","-14,26","-14,26","-14,26","-7,04%"
"11.12.2014","-15,34","-15,34","-15,34","-15,34","1,05%"
"10.12.2014","-15,18","-15,18","-15,18","-15,18","-2,69%"
"09.12.2014","-15,60","-15,60","-15,60","-15,60","-1,89%"
"08.12.2014","-15,90","-15,90","-15,90","-15,90","-2,03%"
"05.12.2014","-16,23","-16,23","-16,23","-16,23","-1,10%"
"04.12.2014","-16,41","-16,41","-16,41","-16,41","0,31%"
"03.12.2014","-16,36","-16,36","-16,36","-16,36","-0,49%"
"02.12.2014","-16,44","-16,44","-16,44","-16,44","1,36%"
"01.12.2014","-16,22","-16,22","-16,22","-16,22","0,37%"
"28.11.2014","-16,16","-16,16","-16,16","-16,16","1,19%"
"27.11.2014","-15,97","-15,97","-15,97","-15,97","0,13%"
"26.11.2014","-15,95","-15,95","-15,95","-15,95","0,38%"
"25.11.2014","-15,89","-15,89","-15,89","-15,89","0,63%"
"24.11.2014","-15,79","-15,79","-15,79","-15,79","-0,94%"
"21.11.2014","-15,94","-15,94","-15,94","-15,94","0,06%"
"20.11.2014","-15,93","-15,93","-15,93","-15,93","1,34%"
"19.11.2014","-15,72","-15,72","-15,72","-15,72","0,19%"
"18.11.2014","-15,69","-15,69","-15,69","-15,69","0,64%"
"17.11.2014","-15,59","-15,59","-15,59","-15,59","-0,26%"
"14.11.2014","-15,63","-15,63","-15,63","-15,63","-0,89%"
"13.11.2014","-15,77","-15,77","-15,77","-15,77","0,45%"
"12.11.2014","-15,70","-15,70","-15,70","-15,70","0,64%"
"11.11.2014","-15,60","-15,60","-15,60","-15,60","-0,06%"
"10.11.2014","-15,61","-15,61","-15,61","-15,61","1,17%"
"07.11.2014","-15,43","-15,43","-15,43","-15,43","0,00%"
"06.11.2014","-15,43","-15,43","-15,43","-15,43","-0,45%"
"05.11.2014","-15,50","-15,50","-15,50","-15,50","-0,39%"
"04.11.2014","-15,56","-15,56","-15,56","-15,56","-0,70%"
"03.11.2014","-15,67","-15,67","-15,67","-15,67","-0,44%"
"31.10.2014","-15,74","-15,74","-15,74","-15,74","0,19%"
"30.10.2014","-15,71","-15,71","-15,71","-15,71","0,51%"
"29.10.2014","-15,63","-15,63","-15,63","-15,63","0,00%"
"28.10.2014","-15,63","-15,63","-15,63","-15,63","2,56%"
"27.10.2014","-15,24","-15,24","-15,24","-15,24","-0,13%"
"24.10.2014","-15,26","-15,26","-15,26","-15,26","-0,20%"
"23.10.2014","-15,29","-15,29","-15,29","-15,29","-0,39%"
"22.10.2014","-15,35","-15,35","-15,35","-15,35","0,00%"
"21.10.2014","-15,35","-15,35","-15,35","-15,35","2,13%"
"20.10.2014","-15,03","-15,03","-15,03","-15,03","-0,20%"
"17.10.2014","-15,06","-15,06","-15,06","-15,06","4,51%"
"16.10.2014","-14,41","-14,41","-14,41","-14,41","-0,83%"
"15.10.2014","-14,53","-14,53","-14,53","-14,53","-1,02%"
"14.10.2014","-14,68","-14,68","-14,68","-14,68","0,55%"
"13.10.2014","-14,60","-14,60","-14,60","-14,60","0,21%"
"10.10.2014","-14,57","-14,57","-14,57","-14,57","-1,95%"
"09.10.2014","-14,86","-14,86","-14,86","-14,86","-0,40%"
"08.10.2014","-14,92","-14,92","-14,92","-14,92","0,00%"
"07.10.2014","-14,92","-14,92","-14,92","-14,92","1,98%"
"06.10.2014","-14,63","-14,63","-14,63","-14,63","2,02%"
"03.10.2014","-14,34","-14,34","-14,34","-14,34","-0,55%"
"02.10.2014","-14,42","-14,42","-14,42","-14,42","0,00%"
"01.10.2014","-14,42","-14,42","-14,42","-14,42","1,55%"
"30.09.2014","-14,20","-14,20","-14,20","-14,20","-0,49%"
"29.09.2014","-14,27","-14,27","-14,27","-14,27","-2,33%"
"26.09.2014","-14,61","-14,61","-14,61","-14,61","-1,28%"
"25.09.2014","-14,80","-14,80","-14,80","-14,80","-0,67%"
"24.09.2014","-14,90","-14,90","-14,90","-14,90","-2,42%"
"22.09.2014","-15,27","-15,27","-15,27","-15,27","-1,86%"
"19.09.2014","-15,56","-15,56","-15,56","-15,56","5,63%"
"18.09.2014","-14,73","-14,73","-14,73","-14,73","-0,27%"
"17.09.2014","-14,77","-14,77","-14,77","-14,77","0,14%"
"16.09.2014","-14,75","-14,75","-14,75","-14,75","-0,14%"
"15.09.2014","-14,77","-14,77","-14,77","-14,77","-0,81%"
"12.09.2014","-14,89","-14,89","-14,89","-14,89","-2,30%"
"11.09.2014","-15,24","-15,24","-15,24","-15,24","0,00%"
"10.09.2014","-15,24","-15,24","-15,24","-15,24","-2,18%"
"09.09.2014","-15,58","-15,58","-15,58","-15,58","0,00%"
"08.09.2014","-15,58","-15,58","-15,58","-15,58","0,45%"
"05.09.2014","-15,51","-15,51","-15,51","-15,51","0,06%"
"04.09.2014","-15,50","-15,50","-15,50","-15,50","-0,19%"
"03.09.2014","-15,53","-15,53","-15,53","-15,53","2,37%"
"02.09.2014","-15,17","-15,17","-15,17","-15,17","-0,39%"
"01.09.2014","-15,23","-15,23","-15,23","-15,23","-0,20%"
"29.08.2014","-15,26","-15,26","-15,26","-15,26","1,26%"
"28.08.2014","-15,07","-15,07","-15,07","-15,07","-1,57%"
"27.08.2014","-15,31","-15,31","-15,31","-15,31","1,26%"
"26.08.2014","-15,12","-15,12","-15,12","-15,12","0,47%"
"25.08.2014","-15,05","-15,05","-15,05","-15,05","0,00%"
"22.08.2014","-15,05","-15,05","-15,05","-15,05","-0,40%"
"21.08.2014","-15,11","-15,11","-15,11","-15,11","0,60%"
"20.08.2014","-15,02","-15,02","-15,02","-15,02","-1,31%"
"19.08.2014","-15,22","-15,22","-15,22","-15,22","1,13%"
"18.08.2014","-15,05","-15,05","-15,05","-15,05","0,07%"
"15.08.2014","-15,04","-15,04","-15,04","-15,04","-0,59%"
"14.08.2014","-15,13","-15,13","-15,13","-15,13","1,75%"
"13.08.2014","-14,87","-14,87","-14,87","-14,87","1,71%"
"12.08.2014","-14,62","-14,62","-14,62","-14,62","0,07%"
"11.08.2014","-14,61","-14,61","-14,61","-14,61","0,34%"
"08.08.2014","-14,56","-14,56","-14,56","-14,56","-0,75%"
"07.08.2014","-14,67","-14,67","-14,67","-14,67","0,14%"
"06.08.2014","-14,65","-14,65","-14,65","-14,65","-1,68%"
"05.08.2014","-14,90","-14,90","-14,90","-14,90","-1,13%"
"04.08.2014","-15,07","-15,07","-15,07","-15,07","-0,13%"
"01.08.2014","-15,09","-15,09","-15,09","-15,09","-0,40%"
"31.07.2014","-15,15","-15,15","-15,15","-15,15","-2,32%"
"30.07.2014","-15,51","-15,51","-15,51","-15,51","-0,19%"
"29.07.2014","-15,54","-15,54","-15,54","-15,54","0,06%"
"28.07.2014","-15,53","-15,53","-15,53","-15,53","-0,70%"
"25.07.2014","-15,64","-15,64","-15,64","-15,64","-0,45%"
"24.07.2014","-15,71","-15,71","-15,71","-15,71","1,29%"
"23.07.2014","-15,51","-15,51","-15,51","-15,51","0,85%"
"22.07.2014","-15,38","-15,38","-15,38","-15,38","0,52%"
"21.07.2014","-15,30","-15,30","-15,30","-15,30","0,07%"
"18.07.2014","-15,29","-15,29","-15,29","-15,29","0,00%"
"17.07.2014","-15,29","-15,29","-15,29","-15,29","-1,16%"
"16.07.2014","-15,47","-15,47","-15,47","-15,47","0,06%"
"15.07.2014","-15,46","-15,46","-15,46","-15,46","-0,71%"
"14.07.2014","-15,57","-15,57","-15,57","-15,57","-1,14%"
"11.07.2014","-15,75","-15,75","-15,75","-15,75","0,64%"
"10.07.2014","-15,65","-15,65","-15,65","-15,65","-0,06%"
"09.07.2014","-15,66","-15,66","-15,66","-15,66","-0,32%"
"08.07.2014","-15,71","-15,71","-15,71","-15,71","0,32%"
"07.07.2014","-15,66","-15,66","-15,66","-15,66","0,19%"
"04.07.2014","-15,63","-15,63","-15,63","-15,63","0,13%"
"03.07.2014","-15,61","-15,61","-15,61","-15,61","-0,13%"
"02.07.2014","-15,63","-15,63","-15,63","-15,63","-0,19%"
"01.07.2014","-15,66","-15,66","-15,66","-15,66","-0,57%"
"30.06.2014","-15,75","-15,75","-15,75","-15,75","-0,94%"
"27.06.2014","-15,90","-15,90","-15,90","-15,90","-1,18%"
"26.06.2014","-16,09","-16,09","-16,09","-16,09","1,07%"
"25.06.2014","-15,92","-15,92","-15,92","-15,92","0,89%"
"24.06.2014","-15,78","-15,78","-15,78","-15,78","1,22%"
"23.06.2014","-15,59","-15,59","-15,59","-15,59","0,65%"
"20.06.2014","-15,49","-15,49","-15,49","-15,49","-2,94%"
"19.06.2014","-15,96","-15,96","-15,96","-15,96","6,54%"
"18.06.2014","-14,98","-14,98","-14,98","-14,98","1,42%"
"17.06.2014","-14,77","-14,77","-14,77","-14,77","-0,20%"
"16.06.2014","-14,80","-14,80","-14,80","-14,80","-1,53%"
"13.06.2014","-15,03","-15,03","-15,03","-15,03","-0,53%"
"12.06.2014","-15,11","-15,11","-15,11","-15,11","0,20%"
"11.06.2014","-15,08","-15,08","-15,08","-15,08","-1,63%"
"10.06.2014","-15,33","-15,33","-15,33","-15,33","-2,04%"
"09.06.2014","-15,65","-15,65","-15,65","-15,65","1,03%"
"06.06.2014","-15,49","-15,49","-15,49","-15,49","3,20%"
"05.06.2014","-15,01","-15,01","-15,01","-15,01","1,42%"
"04.06.2014","-14,80","-14,80","-14,80","-14,80","-1,53%"
"03.06.2014","-15,03","-15,03","-15,03","-15,03","-0,73%"
"02.06.2014","-15,14","-15,14","-15,14","-15,14","-0,33%"
"30.05.2014","-15,19","-15,19","-15,19","-15,19","0,73%"
"29.05.2014","-15,08","-15,08","-15,08","-15,08","0,00%"
"28.05.2014","-15,08","-15,08","-15,08","-15,08","0,60%"
"27.05.2014","-14,99","-14,99","-14,99","-14,99","-0,93%"
"26.05.2014","-15,13","-15,13","-15,13","-15,13","0,13%"
"23.05.2014","-15,11","-15,11","-15,11","-15,11","0,20%"
"22.05.2014","-15,08","-15,08","-15,08","-15,08","0,60%"
"21.05.2014","-14,99","-14,99","-14,99","-14,99","0,13%"
"20.05.2014","-14,97","-14,97","-14,97","-14,97","-0,93%"
"19.05.2014","-15,11","-15,11","-15,11","-15,11","1,21%"
"16.05.2014","-14,93","-14,93","-14,93","-14,93","0,07%"
"15.05.2014","-14,92","-14,92","-14,92","-14,92","-2,74%"
"14.05.2014","-15,34","-15,34","-15,34","-15,34","0,07%"
"13.05.2014","-15,33","-15,33","-15,33","-15,33","0,99%"
"12.05.2014","-15,18","-15,18","-15,18","-15,18","-0,33%"
"09.05.2014","-15,23","-15,23","-15,23","-15,23","-1,74%"
"08.05.2014","-15,50","-15,50","-15,50","-15,50","1,97%"
"07.05.2014","-15,20","-15,20","-15,20","-15,20","0,73%"
"06.05.2014","-15,09","-15,09","-15,09","-15,09","1,21%"
"05.05.2014","-14,91","-14,91","-14,91","-14,91","0,27%"
"02.05.2014","-14,87","-14,87","-14,87","-14,87","1,43%"
"01.05.2014","-14,66","-14,66","-14,66","-14,66","1,10%"
"30.04.2014","-14,50","-14,50","-14,50","-14,50","0,55%"
"29.04.2014","-14,42","-14,42","-14,42","-14,42","1,12%"
"28.04.2014","-14,26","-14,26","-14,26","-14,26","0,71%"
"25.04.2014","-14,16","-14,16","-14,16","-14,16","-1,05%"
"24.04.2014","-14,31","-14,31","-14,31","-14,31","0,07%"
"23.04.2014","-14,30","-14,30","-14,30","-14,30","-1,45%"
"22.04.2014","-14,51","-14,51","-14,51","-14,51","-0,55%"
"21.04.2014","-14,59","-14,59","-14,59","-14,59","1,46%"
"18.04.2014","-14,38","-14,38","-14,38","-14,38","-0,96%"
"17.04.2014","-14,52","-14,52","-14,52","-14,52","0,48%"
"16.04.2014","-14,45","-14,45","-14,45","-14,45","0,77%"
"15.04.2014","-14,34","-14,34","-14,34","-14,34","0,84%"
"14.04.2014","-14,22","-14,22","-14,22","-14,22","-2,20%"
"11.04.2014","-14,54","-14,54","-14,54","-14,54","-1,76%"
"10.04.2014","-14,80","-14,80","-14,80","-14,80","2,42%"
"09.04.2014","-14,45","-14,45","-14,45","-14,45","0,70%"
"08.04.2014","-14,35","-14,35","-14,35","-14,35","1,85%"
"07.04.2014","-14,09","-14,09","-14,09","-14,09","-1,81%"
"04.04.2014","-14,35","-14,35","-14,35","-14,35","2,21%"
"03.04.2014","-14,04","-14,04","-14,04","-14,04","0,50%"
"02.04.2014","-13,97","-13,97","-13,97","-13,97","0,58%"
"01.04.2014","-13,89","-13,89","-13,89","-13,89","-0,22%"
"31.03.2014","-13,92","-13,92","-13,92","-13,92","2,96%"
"28.03.2014","-13,52","-13,52","-13,52","-13,52","4,08%"
"27.03.2014","-12,99","-12,99","-12,99","-12,99","5,61%"
"26.03.2014","-12,30","-12,30","-12,30","-12,30","5,22%"
"25.03.2014","-11,69","-11,69","-11,69","-11,69","3,09%"
"24.03.2014","-11,34","-11,34","-11,34","-11,34","-2,41%"
"21.03.2014","-11,62","-11,62","-11,62","-11,62","-1,02%"
"20.03.2014","-11,74","-11,74","-11,74","-11,74","-6,30%"
"19.03.2014","-12,53","-12,53","-12,53","-12,53","4,77%"
"18.03.2014","-11,96","-11,96","-11,96","-11,96","1,01%"
"17.03.2014","-11,84","-11,84","-11,84","-11,84","1,11%"
"14.03.2014","-11,71","-11,71","-11,71","-11,71","1,47%"
"13.03.2014","-11,54","-11,54","-11,54","-11,54","-1,79%"
"12.03.2014","-11,75","-11,75","-11,75","-11,75","-5,01%"
"11.03.2014","-12,37","-12,37","-12,37","-12,37","-4,70%"
"10.03.2014","-12,98","-12,98","-12,98","-12,98","-0,84%"
"07.03.2014","-13,09","-13,09","-13,09","-13,09","-1,13%"
"06.03.2014","-13,24","-13,24","-13,24","-13,24","-0,08%"
"05.03.2014","-13,25","-13,25","-13,25","-13,25","3,84%"
"04.03.2014","-12,76","-12,76","-12,76","-12,76","4,59%"
"03.03.2014","-12,20","-12,20","-12,20","-12,20","-7,01%"
"28.02.2014","-13,12","-13,12","-13,12","-13,12","4,79%"
"27.02.2014","-12,52","-12,52","-12,52","-12,52","1,38%"
"26.02.2014","-12,35","-12,35","-12,35","-12,35","-5,22%"
"25.02.2014","-13,03","-13,03","-13,03","-13,03","-2,83%"
"24.02.2014","-13,41","-13,41","-13,41","-13,41","5,92%"
"21.02.2014","-12,66","-12,66","-12,66","-12,66","3,94%"
"20.02.2014","-12,18","-12,18","-12,18","-12,18","1,16%"
"19.02.2014","-12,04","-12,04","-12,04","-12,04","-0,74%"
"18.02.2014","-12,13","-12,13","-12,13","-12,13","-1,94%"
"17.02.2014","-12,37","-12,37","-12,37","-12,37","2,40%"
"14.02.2014","-12,08","-12,08","-12,08","-12,08","2,03%"
"13.02.2014","-11,84","-11,84","-11,84","-11,84","-2,15%"
"12.02.2014","-12,10","-12,10","-12,10","-12,10","1,09%"
"11.02.2014","-11,97","-11,97","-11,97","-11,97","3,37%"
"10.02.2014","-11,58","-11,58","-11,58","-11,58","-3,58%"
"07.02.2014","-12,01","-12,01","-12,01","-12,01","-0,66%"
"06.02.2014","-12,09","-12,09","-12,09","-12,09","4,22%"
"05.02.2014","-11,60","-11,60","-11,60","-11,60","2,11%"
"04.02.2014","-11,36","-11,36","-11,36","-11,36","6,57%"
"03.02.2014","-10,66","-10,66","-10,66","-10,66","-2,02%"
"31.01.2014","-10,88","-10,88","-10,88","-10,88","-4,73%"
"30.01.2014","-11,42","-11,42","-11,42","-11,42","-1,38%"
"29.01.2014","-11,58","-11,58","-11,58","-11,58","2,75%"
"28.01.2014","-11,27","-11,27","-11,27","-11,27","1,81%"
"27.01.2014","-11,07","-11,07","-11,07","-11,07","3,07%"
"24.01.2014","-10,74","-10,74","-10,74","-10,74","-4,87%"
"23.01.2014","-11,29","-11,29","-11,29","-11,29","-6,69%"
"22.01.2014","-12,10","-12,10","-12,10","-12,10","-0,90%"
"21.01.2014","-12,21","-12,21","-12,21","-12,21","1,41%"
"20.01.2014","-12,04","-12,04","-12,04","-12,04","-0,66%"
"17.01.2014","-12,12","-12,12","-12,12","-12,12","-2,96%"
